Product ID,Product Title,Category,Current Image URL,Image Correctness Status,Product Type Check,Color Check,Mount Check,Audit Notes,Target SEO Filename,Target Alt Text
"1011","AF35mm F1.8 Nikon (Z Mount) APS-C - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1111_090f390e-b3f4-4eba-ae1a-49a0c210d2d6.jpg?v=1777434863","VERIFIED","OK","OK","OK","","7artisans-af35mm-f1-8-nikon-z-mount-aps-c-black.jpg","Objectif AF35mm F1.8 Nikon (Z Mount) APS-C - Black - GearShop Maroc"
"1012","AF50mm F1.8 Sony (E Mount) APS-C - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-af50mm-f1-8-sony-e-mount-aps-c-black.jpg","Objectif AF50mm F1.8 Sony (E Mount) APS-C - Black - GearShop Maroc"
"1013","AF50mm F1.8 Fuji (FX Mount) APS-C - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-af50mm-f1-8-fuji-fx-mount-aps-c-black.jpg","Objectif AF50mm F1.8 Fuji (FX Mount) APS-C - Black - GearShop Maroc"
"1014","AF50mm F1.8 Nikon (Z Mount) APS-C - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-af50mm-f1-8-nikon-z-mount-aps-c-black.jpg","Objectif AF50mm F1.8 Nikon (Z Mount) APS-C - Black - GearShop Maroc"
"1015","AF24mm F1.8 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1d2119cf-2c55-46c4-bd6d-6c864abe7fe9.jpg?v=1783909117","VERIFIED","OK","OK","OK","","7artisans-af24mm-f1-8-sony-e-mount-black.jpg","Objectif AF24mm F1.8 Sony (E Mount) - Black - GearShop Maroc"
"1016","AF24mm F1.8 Nikon (Z Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1d2119cf-2c55-46c4-bd6d-6c864abe7fe9.jpg?v=1783909117","VERIFIED","OK","OK","OK","","7artisans-af24mm-f1-8-nikon-z-mount-black.jpg","Objectif AF24mm F1.8 Nikon (Z Mount) - Black - GearShop Maroc"
"1017","AF24mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1d2119cf-2c55-46c4-bd6d-6c864abe7fe9.jpg?v=1783909117","VERIFIED","OK","OK","OK","","7artisans-af24mm-f1-8-panasonic-leica-sigma-l-mount-black.jpg","Objectif AF24mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black - GearShop Maroc"
"1018","AF35mm F1.8 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1111_090f390e-b3f4-4eba-ae1a-49a0c210d2d6.jpg?v=1777434863","VERIFIED","OK","OK","OK","","7artisans-af35mm-f1-8-sony-e-mount-black.jpg","Objectif AF35mm F1.8 Sony (E Mount) - Black - GearShop Maroc"
"1019","AF35mm F1.8 Nikon (Z Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1111_090f390e-b3f4-4eba-ae1a-49a0c210d2d6.jpg?v=1777434863","VERIFIED","OK","OK","OK","","7artisans-af35mm-f1-8-nikon-z-mount-black.jpg","Objectif AF35mm F1.8 Nikon (Z Mount) - Black - GearShop Maroc"
"1020","AF35mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1111_090f390e-b3f4-4eba-ae1a-49a0c210d2d6.jpg?v=1777434863","VERIFIED","OK","OK","OK","","7artisans-af35mm-f1-8-panasonic-leica-sigma-l-mount-black.jpg","Objectif AF35mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black - GearShop Maroc"
"1021","AF40mm F2.5 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_5f614e8a-15b9-4f9e-a1b7-db9fbf89b1a2.jpg?v=1772003864","VERIFIED","OK","OK","OK","","7artisans-af40mm-f2-5-sony-e-mount-black.jpg","Objectif AF40mm F2.5 Sony (E Mount) - Black - GearShop Maroc"
"1022","AF50mm F1.8 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-af50mm-f1-8-sony-e-mount-black.jpg","Objectif AF50mm F1.8 Sony (E Mount) - Black - GearShop Maroc"
"1023","AF50mm F1.8 Nikon (Z Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-af50mm-f1-8-nikon-z-mount-black.jpg","Objectif AF50mm F1.8 Nikon (Z Mount) - Black - GearShop Maroc"
"1024","AF50mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/cpl_1.jpg?v=1781604309","VERIFIED","OK","OK","OK","","7artisans-af50mm-f1-8-panasonic-leica-sigma-l-mount-black.jpg","Objectif AF50mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black - GearShop Maroc"
"1025","AF135mm F1.8 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_9a398dbc-8564-4118-90c3-d96012864bad.jpg?v=1779179185","VERIFIED","OK","OK","OK","","7artisans-af135mm-f1-8-sony-e-mount-black.jpg","Objectif AF135mm F1.8 Sony (E Mount) - Black - GearShop Maroc"
"1026","AF135mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_9a398dbc-8564-4118-90c3-d96012864bad.jpg?v=1779179185","VERIFIED","OK","OK","OK","","7artisans-af135mm-f1-8-panasonic-leica-sigma-l-mount-black.jpg","Objectif AF135mm F1.8 Panasonic/Leica/Sigma (L Mount) - Black - GearShop Maroc"
"1027","AF135mm F1.8 Nikon (Z Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_9a398dbc-8564-4118-90c3-d96012864bad.jpg?v=1779179185","VERIFIED","OK","OK","OK","","7artisans-af135mm-f1-8-nikon-z-mount-black.jpg","Objectif AF135mm F1.8 Nikon (Z Mount) - Black - GearShop Maroc"
"1028","35mm F1.4 Sony (E Mount) mark iii FF - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-sony-e-mount-mark-iii-ff-black.jpg","Objectif 35mm F1.4 Sony (E Mount) mark iii FF - Black - GearShop Maroc"
"1029","35mm F1.4 Panasonic/Leica/Sigma (L Mount) mark iii FF - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-panasonic-leica-sigma-l-mount-mark-iii-ff-black.jpg","Objectif 35mm F1.4 Panasonic/Leica/Sigma (L Mount) mark iii FF - Black - GearShop Maroc"
"1030","35mm F1.4 Canon (EOS-R Mount) mark iii FF - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-canon-eos-r-mount-mark-iii-ff-black.jpg","Objectif 35mm F1.4 Canon (EOS-R Mount) mark iii FF - Black - GearShop Maroc"
"1031","35mm F1.4 Nikon (Z Mount) mark iii FF - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-nikon-z-mount-mark-iii-ff-black.jpg","Objectif 35mm F1.4 Nikon (Z Mount) mark iii FF - Black - GearShop Maroc"
"1032","50mm F1.2 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_bf4fc8ad-dcf4-424c-a1a2-7be2d8f1112f.jpg?v=1765779495","DUPLICATE_IMAGE_OK","OK","OK","OK","50mm F1.2 family image shared across mounts","7artisans-50mm-f1-2-sony-e-mount-black.jpg","Objectif 50mm F1.2 Sony (E Mount) - Black - GearShop Maroc"
"1033","50mm F1.2 Fuji (FX Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_bf4fc8ad-dcf4-424c-a1a2-7be2d8f1112f.jpg?v=1765779495","DUPLICATE_IMAGE_OK","OK","OK","OK","50mm F1.2 family image shared across mounts","7artisans-50mm-f1-2-fuji-fx-mount-black.jpg","Objectif 50mm F1.2 Fuji (FX Mount) - Black - GearShop Maroc"
"1034","50mm F1.2 M43 (Panasonic Olympus) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_bf4fc8ad-dcf4-424c-a1a2-7be2d8f1112f.jpg?v=1765779495","DUPLICATE_IMAGE_OK","OK","OK","OK","50mm F1.2 family image shared across mounts","7artisans-50mm-f1-2-m43-panasonic-olympus-black.jpg","Objectif 50mm F1.2 M43 (Panasonic Olympus) - Black - GearShop Maroc"
"1035","50mm F1.2 Nikon (Z Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_bf4fc8ad-dcf4-424c-a1a2-7be2d8f1112f.jpg?v=1765779495","DUPLICATE_IMAGE_OK","OK","OK","OK","50mm F1.2 family image shared across mounts","7artisans-50mm-f1-2-nikon-z-mount-black.jpg","Objectif 50mm F1.2 Nikon (Z Mount) - Black - GearShop Maroc"
"1036","50mm F1.8 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-50mm-f1-8-sony-e-mount-black.jpg","Objectif 50mm F1.8 Sony (E Mount) - Black - GearShop Maroc"
"1037","50mm F1.8 Fuji (FX Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/1_1_75278715-c90b-4368-a765-0fa4b752a936.jpg?v=1770622210","VERIFIED","OK","OK","OK","","7artisans-50mm-f1-8-fuji-fx-mount-black.jpg","Objectif 50mm F1.8 Fuji (FX Mount) - Black - GearShop Maroc"
"1038","35mm/F1.4 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-sony-e-mount-black.jpg","Objectif 35mm/F1.4 Sony (E Mount) - Black - GearShop Maroc"
"1039","35mm/F1.4 Fuji (FX Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-fuji-fx-mount-black.jpg","Objectif 35mm/F1.4 Fuji (FX Mount) - Black - GearShop Maroc"
"1040","35mm/F1.4 M43 (Panasonic Olympus) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-m43-panasonic-olympus-black.jpg","Objectif 35mm/F1.4 M43 (Panasonic Olympus) - Black - GearShop Maroc"
"1041","35mm/F1.4 Nikon (Z Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-nikon-z-mount-black.jpg","Objectif 35mm/F1.4 Nikon (Z Mount) - Black - GearShop Maroc"
"1042","35mm/F1.4 Canon (EOS-R Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/43_9b4bc88e-cf4d-49d0-aa24-e21573fab61e.png?v=1743235186","DUPLICATE_IMAGE_OK","OK","OK","OK","35mm F1.4 family image shared across mounts","7artisans-35mm-f1-4-canon-eos-r-mount-black.jpg","Objectif 35mm/F1.4 Canon (EOS-R Mount) - Black - GearShop Maroc"
"1043","Autofocus adapter for Canon EF - Nikon Z - Black","lenses","https://7artisans.store/cdn/shop/products/86.png?v=1672819213","WRONG_PRODUCT","FAIL","OK","OK","Autofocus adapter EF-Z displays generic 86.png image","7artisans-autofocus-adapter-for-canon-ef-nikon-z-black.jpg","Objectif Autofocus adapter for Canon EF - Nikon Z - Black - GearShop Maroc"
"1044","10mm T2.1 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_OK","PASS","OK","OK","10mm T2.1 Black family image shared across mounts","7artisans-10mm-t2-1-sony-e-mount-black.jpg","Objectif 10mm T2.1 Sony (E Mount) - Black - GearShop Maroc"
"1045","10mm T2.1 Fuji (FX Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_OK","PASS","OK","OK","10mm T2.1 Black family image shared across mounts","7artisans-10mm-t2-1-fuji-fx-mount-black.jpg","Objectif 10mm T2.1 Fuji (FX Mount) - Black - GearShop Maroc"
"1046","10mm T2.1 M43 (Panasonic Olympus) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_OK","PASS","OK","OK","10mm T2.1 Black family image shared across mounts","7artisans-10mm-t2-1-m43-panasonic-olympus-black.jpg","Objectif 10mm T2.1 M43 (Panasonic Olympus) - Black - GearShop Maroc"
"1047","10mm T2.1 Canon (EOS-R Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_OK","PASS","OK","OK","10mm T2.1 Black family image shared across mounts","7artisans-10mm-t2-1-canon-eos-r-mount-black.jpg","Objectif 10mm T2.1 Canon (EOS-R Mount) - Black - GearShop Maroc"
"1048","10mm T2.1 Sony (E Mount) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","10mm T2.1 Titanium Gray displays Black product photo","7artisans-10mm-t2-1-sony-e-mount-titanium-gray.jpg","Objectif 10mm T2.1 Sony (E Mount) - Titanium Gray - GearShop Maroc"
"1049","10mm T2.1 Fuji (FX Mount) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","10mm T2.1 Titanium Gray displays Black product photo","7artisans-10mm-t2-1-fuji-fx-mount-titanium-gray.jpg","Objectif 10mm T2.1 Fuji (FX Mount) - Titanium Gray - GearShop Maroc"
"1050","10mm T2.1 M43 (Panasonic Olympus) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","10mm T2.1 Titanium Gray displays Black product photo","7artisans-10mm-t2-1-m43-panasonic-olympus-titanium-gray.jpg","Objectif 10mm T2.1 M43 (Panasonic Olympus) - Titanium Gray - GearShop Maroc"
"1051","10mm T2.1 Canon (EOS-R Mount) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","10mm T2.1 Titanium Gray displays Black product photo","7artisans-10mm-t2-1-canon-eos-r-mount-titanium-gray.jpg","Objectif 10mm T2.1 Canon (EOS-R Mount) - Titanium Gray - GearShop Maroc"
"1052","16mm T2.1 Sony (E Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_SUSPICIOUS","PASS","OK","OK","16mm T2.1 Black shares 10mm T2.1 image (7_d959057b)","7artisans-16mm-t2-1-sony-e-mount-black.jpg","Objectif 16mm T2.1 Sony (E Mount) - Black - GearShop Maroc"
"1053","16mm T2.1 Fuji (FX Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_SUSPICIOUS","PASS","OK","OK","16mm T2.1 Black shares 10mm T2.1 image (7_d959057b)","7artisans-16mm-t2-1-fuji-fx-mount-black.jpg","Objectif 16mm T2.1 Fuji (FX Mount) - Black - GearShop Maroc"
"1054","16mm T2.1 M43 (Panasonic Olympus) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_SUSPICIOUS","PASS","OK","OK","16mm T2.1 Black shares 10mm T2.1 image (7_d959057b)","7artisans-16mm-t2-1-m43-panasonic-olympus-black.jpg","Objectif 16mm T2.1 M43 (Panasonic Olympus) - Black - GearShop Maroc"
"1055","16mm T2.1 Canon (EOS-R Mount) - Black","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","DUPLICATE_IMAGE_SUSPICIOUS","PASS","OK","OK","16mm T2.1 Black shares 10mm T2.1 image (7_d959057b)","7artisans-16mm-t2-1-canon-eos-r-mount-black.jpg","Objectif 16mm T2.1 Canon (EOS-R Mount) - Black - GearShop Maroc"
"1056","16mm T2.1 Sony (E Mount) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","16mm T2.1 Titanium Gray displays Black product photo","7artisans-16mm-t2-1-sony-e-mount-titanium-gray.jpg","Objectif 16mm T2.1 Sony (E Mount) - Titanium Gray - GearShop Maroc"
"1057","16mm T2.1 Fuji (FX Mount) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","16mm T2.1 Titanium Gray displays Black product photo","7artisans-16mm-t2-1-fuji-fx-mount-titanium-gray.jpg","Objectif 16mm T2.1 Fuji (FX Mount) - Titanium Gray - GearShop Maroc"
"1058","16mm T2.1 M43 (Panasonic Olympus) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","16mm T2.1 Titanium Gray displays Black product photo","7artisans-16mm-t2-1-m43-panasonic-olympus-titanium-gray.jpg","Objectif 16mm T2.1 M43 (Panasonic Olympus) - Titanium Gray - GearShop Maroc"
"1059","16mm T2.1 Canon (EOS-R Mount) - Titanium Gray","lenses","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/7_d959057b-bd89-4d24-b622-630e5afb8565.jpg?v=1720596151","WRONG_COLOR","PASS","FAIL","OK","16mm T2.1 Titanium Gray displays Black product photo","7artisans-16mm-t2-1-canon-eos-r-mount-titanium-gray.jpg","Objectif 16mm T2.1 Canon (EOS-R Mount) - Titanium Gray - GearShop Maroc"
"1060","PL 4-in-1 Lens Adapter compatible with E / L / RF / Z Mount - Silver","Accessories","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/3_bda76ecb-5d6f-412a-9599-94b748d3cf55.jpg?v=1773039123","WRONG_PRODUCT","FAIL","OK","OK","PL 4-in-1 Lens Adapter displays lens photo","7artisans-pl-4-in-1-lens-adapter-compatible-with-e-l-rf-z-mount-silver.jpg","Objectif PL 4-in-1 Lens Adapter compatible with E / L / RF / Z Mount - Silver - GearShop Maroc"
"1061","77mm True Color VND6-9 Filter - Black","Accessories","https://cdn.shopify.com/s/files/1/0555/8504/6736/files/08-06_VND.jpg?v=1722932210","NEEDS_REVIEW","PASS","OK","OK","77mm True Color VND filter requires official photography verification","7artisans-77mm-true-color-vnd6-9-filter-black.jpg","Objectif 77mm True Color VND6-9 Filter - Black - GearShop Maroc"
"1062","55mm 1/8 Black Mist Filter - Black","Accessories","https://cdn.shopify.com/s/files/1/0555/8504/6736/products/5514-2.jpg?v=1666173803","WRONG_PRODUCT","FAIL","OK","OK","55mm Black Mist Filter displays 55mm F1.4 lens photo (5514-2.jpg)","7artisans-55mm-1-8-black-mist-filter-black.jpg","Objectif 55mm 1/8 Black Mist Filter - Black - GearShop Maroc"
"1765907057061","Y300S","studio","https://cdn-cloudflare.meidianbang.cn/comdata/69625/product/20240319171843802F1E3F22F87FE6_b.webp","VERIFIED","OK","OK","OK","","7artisans-y300s.jpg","Objectif Y300S - GearShop Maroc"
